epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,119.789,1.20849,0.8708,1.32402,0.78928,0.60336,0.68952,0.38687,1.75303,1.27025,1.68264,0.000841625,0.000841625,0.000841625
35,122.987,1.1383,0.85989,1.27425,0.7955,0.72514,0.77552,0.41964,1.66966,1.13694,1.65398,0.00082925,0.00082925,0.00082925
36,126.162,1.20187,0.84587,1.31628,0.84133,0.76811,0.80975,0.41448,1.81783,1.13597,1.69778,0.000816875,0.000816875,0.000816875
37,129.289,1.15276,0.84541,1.29122,0.81652,0.72629,0.77876,0.41637,1.73575,1.14733,1.64343,0.0008045,0.0008045,0.0008045
38,132.413,1.12928,0.78684,1.26992,0.80215,0.72495,0.78765,0.42951,1.67181,1.02877,1.6852,0.000792125,0.000792125,0.000792125
39,135.563,1.14069,0.79374,1.27599,0.8322,0.71407,0.77062,0.42941,1.73274,1.17298,1.68359,0.00077975,0.00077975,0.00077975
40,138.689,1.09235,0.79504,1.24892,0.8525,0.66801,0.74361,0.40421,1.83152,1.18437,1.8306,0.000767375,0.000767375,0.000767375
41,141.798,1.04718,0.77161,1.20209,0.76124,0.60113,0.69814,0.37404,1.97606,1.3387,1.98684,0.000755,0.000755,0.000755
42,144.929,1.08424,0.75768,1.25012,0.8805,0.6591,0.74712,0.39668,1.84652,1.06445,1.88452,0.000742625,0.000742625,0.000742625
43,148.032,1.08035,0.76179,1.25579,0.85979,0.72346,0.76801,0.37788,1.92547,1.14515,1.92146,0.00073025,0.00073025,0.00073025
44,151.188,1.0756,0.74583,1.24206,0.85603,0.74309,0.81204,0.39363,1.92112,1.12451,1.90298,0.000717875,0.000717875,0.000717875
45,154.324,1.0784,0.73768,1.25968,0.82625,0.74167,0.80451,0.4345,1.76942,1.00189,1.76887,0.0007055,0.0007055,0.0007055
46,157.455,1.05323,0.75371,1.22311,0.87489,0.71083,0.805,0.42015,1.85025,1.03975,1.80828,0.000693125,0.000693125,0.000693125
47,160.587,1.02319,0.732,1.21123,0.81761,0.6958,0.7889,0.4293,1.77217,1.01319,1.75695,0.00068075,0.00068075,0.00068075
48,163.704,1.06015,0.73095,1.24863,0.82679,0.67735,0.78918,0.45212,1.64696,0.98884,1.58933,0.000668375,0.000668375,0.000668375
49,166.853,1.02277,0.74768,1.19853,0.86525,0.7082,0.77299,0.40835,1.7776,0.99547,1.73605,0.000656,0.000656,0.000656
50,169.925,1.00843,0.70707,1.18659,0.80526,0.7069,0.75852,0.40169,1.90398,1.11691,1.80023,0.000643625,0.000643625,0.000643625
51,173.05,1.01366,0.70037,1.18749,0.84228,0.67503,0.75665,0.42898,1.74413,1.02542,1.74035,0.00063125,0.00063125,0.00063125
52,176.238,0.9874,0.68538,1.17745,0.82714,0.70929,0.79265,0.42505,1.68636,1.07958,1.63173,0.000618875,0.000618875,0.000618875
53,179.354,0.95489,0.67908,1.15383,0.86335,0.73846,0.80825,0.44679,1.68711,1.04845,1.67278,0.0006065,0.0006065,0.0006065
54,182.454,0.95679,0.66852,1.15506,0.85213,0.74831,0.78999,0.4208,1.78098,1.07232,1.83401,0.000594125,0.000594125,0.000594125
55,185.585,0.94664,0.67873,1.16613,0.81995,0.73746,0.77353,0.43125,1.68924,0.98049,1.66517,0.00058175,0.00058175,0.00058175
56,188.73,0.95002,0.66852,1.16715,0.94709,0.69693,0.79115,0.43324,1.76463,0.98532,1.79647,0.000569375,0.000569375,0.000569375
57,191.831,0.90394,0.6371,1.12736,0.86879,0.69246,0.78841,0.40581,1.77486,1.02138,1.7913,0.000557,0.000557,0.000557
58,194.952,0.93396,0.6746,1.14608,0.88597,0.73649,0.82629,0.47835,1.65329,0.94888,1.64088,0.000544625,0.000544625,0.000544625
59,198.118,0.92258,0.63157,1.12519,0.8661,0.76497,0.83016,0.46974,1.61961,0.95616,1.59499,0.00053225,0.00053225,0.00053225
60,201.246,0.89807,0.62236,1.11984,0.7868,0.75188,0.76216,0.44778,1.63774,0.99929,1.64263,0.000519875,0.000519875,0.000519875
61,204.37,0.86663,0.60182,1.10825,0.86925,0.77626,0.81977,0.45462,1.69564,0.91211,1.68425,0.0005075,0.0005075,0.0005075
62,207.485,0.88982,0.62703,1.12193,0.83252,0.77778,0.79102,0.43141,1.74485,0.97112,1.75024,0.000495125,0.000495125,0.000495125
63,210.59,0.86323,0.60353,1.11417,0.81695,0.74735,0.80129,0.43697,1.74407,0.92036,1.80412,0.00048275,0.00048275,0.00048275
64,213.715,0.88526,0.62429,1.12003,0.76371,0.81597,0.81378,0.45887,1.67151,0.86085,1.69296,0.000470375,0.000470375,0.000470375
65,216.819,0.85691,0.59915,1.1067,0.80641,0.78966,0.78641,0.41921,1.7746,0.97701,1.79123,0.000458,0.000458,0.000458
66,219.927,0.86604,0.60382,1.10832,0.82718,0.76389,0.76309,0.41631,1.87088,1.0099,1.93345,0.000445625,0.000445625,0.000445625
67,223.036,0.8389,0.57663,1.07365,0.86802,0.72691,0.78486,0.3984,1.87814,1.01113,1.96275,0.00043325,0.00043325,0.00043325
68,226.134,0.82798,0.56222,1.08371,0.8555,0.75563,0.79584,0.4447,1.73433,0.97293,1.79556,0.000420875,0.000420875,0.000420875
69,229.212,0.83546,0.55862,1.09166,0.86893,0.76046,0.83828,0.45371,1.63309,0.93484,1.65851,0.0004085,0.0004085,0.0004085
70,232.334,0.83272,0.57597,1.09867,0.76455,0.73262,0.78201,0.42836,1.78797,0.9616,1.85972,0.000396125,0.000396125,0.000396125
71,235.451,0.8075,0.5616,1.07289,0.8003,0.7806,0.84083,0.45596,1.72324,0.90131,1.79372,0.00038375,0.00038375,0.00038375
72,238.572,0.81168,0.53719,1.07347,0.87211,0.74444,0.82326,0.46444,1.67361,0.85584,1.74203,0.000371375,0.000371375,0.000371375
73,241.684,0.82533,0.5794,1.09466,0.84506,0.79048,0.81892,0.46215,1.63943,0.94266,1.72118,0.000359,0.000359,0.000359
74,244.802,0.82242,0.57466,1.0901,0.7971,0.81944,0.82095,0.46028,1.57077,0.90944,1.64182,0.000346625,0.000346625,0.000346625
75,247.887,0.80522,0.56918,1.09048,0.81535,0.73717,0.77807,0.44025,1.67586,0.97759,1.73947,0.00033425,0.00033425,0.00033425
76,250.986,0.78348,0.54875,1.0535,0.80792,0.76656,0.78763,0.42685,1.83221,1.01912,1.90254,0.000321875,0.000321875,0.000321875
77,254.274,0.76691,0.52892,1.04825,0.83788,0.78257,0.81046,0.41094,1.79957,1.00721,1.87006,0.0003095,0.0003095,0.0003095
78,257.583,0.74709,0.51803,1.05772,0.87725,0.75464,0.82841,0.45504,1.67697,0.93726,1.70772,0.000297125,0.000297125,0.000297125
79,261.037,0.75831,0.51634,1.05014,0.87528,0.76515,0.82292,0.44667,1.67353,0.9265,1.77342,0.00028475,0.00028475,0.00028475
80,264.652,0.72787,0.49949,1.02911,0.82073,0.7771,0.79369,0.44947,1.68452,0.91618,1.81528,0.000272375,0.000272375,0.000272375
81,268.154,0.69818,0.47835,1.01243,0.79069,0.7536,0.78193,0.44711,1.70617,0.98885,1.83454,0.00026,0.00026,0.00026
82,271.499,0.7107,0.49018,1.0228,0.77826,0.74933,0.76151,0.44274,1.75032,1.02989,1.86951,0.000247625,0.000247625,0.000247625
83,274.722,0.73082,0.50222,1.03922,0.77099,0.75074,0.77301,0.45585,1.667,1.0153,1.73959,0.00023525,0.00023525,0.00023525
84,277.98,0.67212,0.46458,0.99609,0.79994,0.78752,0.81515,0.47361,1.59762,0.99451,1.65335,0.000222875,0.000222875,0.000222875
85,281.226,0.67034,0.47689,1.01154,0.81835,0.78189,0.81088,0.46869,1.60383,0.92491,1.65377,0.0002105,0.0002105,0.0002105
86,284.509,0.65304,0.45345,1.00222,0.83883,0.84515,0.83991,0.49602,1.62667,0.83795,1.67192,0.000198125,0.000198125,0.000198125
87,287.803,0.68744,0.47743,1.01737,0.88311,0.77798,0.85233,0.48806,1.61753,0.84966,1.68343,0.00018575,0.00018575,0.00018575
88,290.983,0.68863,0.48325,1.01994,0.8316,0.77778,0.8329,0.48577,1.56827,0.83191,1.62231,0.000173375,0.000173375,0.000173375
89,294.116,0.71769,0.53091,1.03227,0.86978,0.79695,0.84016,0.48285,1.54904,0.80502,1.6243,0.000161,0.000161,0.000161
90,297.269,0.67034,0.48416,1.01325,0.82737,0.82315,0.84023,0.49842,1.53645,0.7928,1.61995,0.000148625,0.000148625,0.000148625
91,315.06,0.61682,0.40633,0.95443,0.7935,0.78611,0.79203,0.46829,1.60002,0.83111,1.70019,0.00013625,0.00013625,0.00013625
92,318.277,0.60876,0.38315,0.97243,0.84925,0.76644,0.81417,0.46595,1.61898,0.83542,1.71952,0.000123875,0.000123875,0.000123875
93,321.467,0.56829,0.36202,0.91092,0.81216,0.76316,0.80339,0.46785,1.5813,0.82394,1.65759,0.0001115,0.0001115,0.0001115
94,324.584,0.55793,0.36619,0.93403,0.8575,0.78215,0.82879,0.48224,1.55545,0.82789,1.61727,9.9125e-05,9.9125e-05,9.9125e-05
95,327.768,0.55311,0.34297,0.9248,0.85278,0.7939,0.8248,0.49494,1.57328,0.858,1.65468,8.675e-05,8.675e-05,8.675e-05
96,330.963,0.55522,0.34971,0.91618,0.87575,0.78889,0.83515,0.48828,1.56255,0.86041,1.66911,7.4375e-05,7.4375e-05,7.4375e-05
97,334.175,0.52682,0.33676,0.90118,0.88444,0.78805,0.82977,0.48246,1.57712,0.85863,1.66468,6.2e-05,6.2e-05,6.2e-05
98,337.35,0.53186,0.35338,0.92683,0.89162,0.7818,0.82951,0.48674,1.58999,0.87294,1.66749,4.9625e-05,4.9625e-05,4.9625e-05
99,340.487,0.51324,0.33234,0.90507,0.89464,0.76509,0.83041,0.4795,1.60202,0.87872,1.66938,3.725e-05,3.725e-05,3.725e-05
100,343.611,0.49073,0.32577,0.89579,0.89598,0.76781,0.82642,0.47595,1.61564,0.89499,1.67476,2.4875e-05,2.4875e-05,2.4875e-05
